"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"816,006,697","VEHICULOS DEL CAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,021"
"891,408,382","AMERICANA DE CURTIDOS LIMITADA. Y COMPAÑIA  SCA","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","1,511","MANUFACTURA","$0.03","$0.00","$0.04","$0.03","$0.02","2,021"
"891,401,416","TEXTILES RISARALDA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,641","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,021"
"900,365,660","PROVEER INSTITUCIONAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,021"
"800,146,679","FRACTURAS Y FRACTURAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,021"
"816,006,044","LA GRAN FERRETERIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,752","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.01","2,021"
"800,248,889","MG COMPAÑIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,021"
"900,340,724","JARDINES DEL RENACER S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","9,603","SERVICIOS","$0.03","$0.00","$0.01","$0.01","-$0.00","2,021"
"900,381,458","SUPERMERCADOS EL CAFETAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,021"
"900,169,541","COMERCIALIZADORA LA POSADA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","LA VIRGINIA","4,711","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,021"
"891,411,381","LABORATORIO CLINICO PATOLOGICO LOPEZ CORREA S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,021"
"816,003,385","COMERCIALIZADORA INTERNACIONAL PRODUCTOS BASICOS IMPORT Y EXPORT S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,021"
"900,631,710","VERITRAN COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,202","SERVICIOS","$0.03","$0.00","$0.01","$0.00","$0.00","2,021"
"901,099,878","CONSTRUEJE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,752","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,021"
"805,013,094","MASERVINOX S.A.S. MANTENIMIENTO SERVICIOS INOXIDABLES","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,754","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,021"
"816,005,473","816005473","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","9,603","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.02","2,021"
"816,001,215","ASSERVI S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,021"
"891,400,819","GUILLERMO PULGARIN S S.A. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,410","MANUFACTURA","$0.03","$0.00","$0.03","$0.02","$0.01","2,021"
"900,653,488","IML EMPAQUES COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,229","MANUFACTURA","$0.03","-$0.00","$0.08","$0.02","$0.06","2,021"
"816,006,362","LOPEZ ALVAREZ Y COMPAÑIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,661","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,021"
"816,002,230","LA ESTRELLA S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","144","AGROPECUARIO","$0.02","$0.00","$0.04","$0.01","$0.03","2,021"
"900,066,708","INVERSIONES YM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.02","$0.01","$0.34","$0.18","$0.16","2,021"
"900,100,443","SOCIEDAD ESPACIO Y DISEÑO CONSTRUCCIONES SAE","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","-$0.00","$0.08","$0.07","$0.01","2,021"
"800,183,642","ALIMENTO ENERGETICO PROTEICO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,051","MANUFACTURA","$0.02","$0.00","$0.01","$0.00","$0.01","2,021"
"901,023,234","PRADERA CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.03","$0.02","$0.01","2,021"
"891,407,898","COOPERATIVA DE TRABAJADORES VIGILANTES DE RISARALDA","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","-$0.00","$0.01","$0.00","$0.00","2,021"
"816,004,007","ENCISO LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,690","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"901,080,271","PROVENZA CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.02","$0.02","$0.00","2,021"
"900,480,656","TEK SOLUCIONES TECNOLOGICAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,651","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"891,411,211","CADENA CENTRALES LTDA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,051","MANUFACTURA","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"891,410,828","CASA DEL BOMBILLO NO 2 LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,021"
"901,192,913","DISTRIBUCIONES EL DESCUENTO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"900,674,141","SUTEX INTERNACIONAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,399","MANUFACTURA","$0.02","$0.00","$0.03","$0.01","$0.03","2,021"
"800,196,002","ASC ELECTRÓNICA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,790","MANUFACTURA","$0.02","$0.00","$0.01","$0.01","$0.00","2,021"
"900,256,495","PLANTA Y FRIGORIFICO DEL OTUN, FRIGOTUN S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","162","AGROPECUARIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"900,695,452","NASE COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,110","SERVICIOS","$0.02","$0.00","$0.00","$0.00","$0.00","2,021"
"830,509,112","IARCO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.05","$0.04","$0.01","2,021"
"891,409,088","AYCO LIMITADA. EN REORGANIZACIÓN","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,021"
"900,522,682","CONSTRUCCIONES Y ESTUDIOS TECNICOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"800,189,984","IMÁGENES DIAGNOSTICAS S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"800,224,617","FERREINOX S.A.S. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"900,112,261","SU MOTO DEL OTUN S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,541","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,021"
"900,151,289","VHZ INGENIERIA S.A.S. SOCIEDAD POR ACCIONES SIMPLIFICADA","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,321","CONSTRUCCIÓN","$0.02","$0.00","$0.04","$0.02","$0.02","2,021"
"800,084,227","SERVIMERCADEO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,329","CONSTRUCCIÓN","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"900,581,234","PROTEINOVO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","145","AGROPECUARIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,021"
"816,008,314","CONFETEX DE COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"891,480,036","E.S.E. HOSPITAL SAN VICENTE DE PAUL","SUPERSALUD","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","8,610","SERVICIOS","$0.02","$0.00","$0.03","$0.00","$0.02","2,021"
"900,974,740","LC PROYECTOS Y CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.02","$0.02","$0.00","2,021"
"801,000,755","BOTERO LOSADA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,754","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"800,123,057","EL ARQUITECTO MATERIALES PARA CONSTRUCCIÓN S.AE","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,021"
"891,401,643","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO","SUPERSALUD","EJE CAFETERO","RISARALDA","LA VIRGINIA","8,610","SERVICIOS","$0.02","-$0.00","$0.03","$0.01","$0.02","2,021"
"900,701,630","IMPOINTER S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,690","COMERCIO","$0.02","$0.00","$0.03","$0.02","$0.01","2,021"
"891,410,059","PASTELERIA LUCERNA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"900,555,413","SEGURIDAD ACIN LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"816,004,942","MET GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,930","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,021"
"900,555,619","SURTIFACIL PEREIRA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,021"
"891,400,308","PRIMER TAX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,731","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,021"
"891,412,809","SUMINISTROS ELECTRICOS E INDUSTRIALES SUMILEC S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,652","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,021"
"900,142,797","PEREZ HIJOS Y ASOCIADOS S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,751","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,021"
"816,004,795","ENERGITEL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,652","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,021"
"900,576,027","LOMALINDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,111","CONSTRUCCIÓN","$0.01","$0.00","$0.03","$0.03","$0.01","2,021"
"900,456,160","LACASSINE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,511","SERVICIOS","$0.01","$0.00","$0.04","$0.00","$0.04","2,021"
"900,093,635","SUPERMERCADOS LA 29 S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"900,757,722","OPERADORA DE TRANSPORTE DEL OTUN S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,921","SERVICIOS","$0.01","$0.00","$0.02","$0.01","$0.01","2,021"
"891,411,743","CLINICA DE FRACTURAS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.01","$0.00","$0.01","$0.00","$0.00","2,021"
"900,087,656","LINARES CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.01","$0.00","$0.07","$0.06","$0.01","2,021"
"816,008,443","COMERCIAL DE LICORES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,632","COMERCIO","$0.01","$0.00","$0.01","$0.01","$0.00","2,021"
"900,074,359","UCIMED S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.01","-$0.00","$0.01","$0.00","$0.00","2,021"
"816,007,746","FAM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","5,590","SERVICIOS","$0.01","$0.00","$0.02","$0.01","$0.01","2,021"
"816,005,306","SAYONARA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"800,058,709","GRUPO LOPERA INGENIERO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","7,112","SERVICIOS","$0.01","$0.00","$0.01","$0.00","$0.00","2,021"
"900,583,550","CORRUGADOS DE RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,702","MANUFACTURA","$0.01","$0.00","$0.01","$0.01","$0.00","2,021"
"900,362,633","COORDINAR SEGURIDAD Y COMPANIA LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"900,292,786","DONUCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"901,210,142","RESERVAS DE BATARA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.01","$0.00","$0.01","$0.01","$0.00","2,021"
"900,407,915","CONSOLIDANDO SUEÑOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"900,114,108","PAPELES REGIONALES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,709","MANUFACTURA","$0.01","$0.00","$0.01","$0.00","$0.01","2,021"
"800,050,903","NESTOR BRAVO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,752","COMERCIO","$0.01","$0.00","$0.01","$0.00","$0.01","2,021"
"900,764,727","DISTRIMARKET GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,632","COMERCIO","$0.01","$0.00","$0.00","$0.00","$0.00","2,021"
"891,407,961","MORALES MONSALVE HERMANOS S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.01","-$0.00","$0.02","$0.00","$0.02","2,021"
"900,423,749","COMERCIALIZADORA HELA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,610","COMERCIO","$0.01","$0.00","$0.02","$0.01","$0.01","2,021"
"800,203,005","MERSATEX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,312","MANUFACTURA","$0.01","$0.00","$0.01","$0.00","$0.01","2,021"
"816,003,468","RENOVAMOTOR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.01","$0.00","$0.01","$0.00","$0.01","2,021"
"816,000,729","VIDRIERA OTUN S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,310","MANUFACTURA","$0.01","$0.00","$0.01","$0.01","$0.00","2,021"
"816,001,182","AUDIFARMA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$4.06","$0.02","$3.21","$3.03","$0.17","2,023"
"891,410,137","SUZUKI MOTOR COLOMBIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$1.02","$0.08","$0.73","$0.10","$0.63","2,023"
"891,400,378","PAPELES NACIONALES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,709","MANUFACTURA","$1.01","$0.03","$0.82","$0.54","$0.28","2,023"
"891,408,584","FRISBY S.A. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.85","$0.04","$0.52","$0.41","$0.11","2,023"
"901,398,813","GRUPO UMAZF S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$0.69","$0.05","$0.57","$0.53","$0.04","2,023"
"816,002,019","EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.","SUPERSERVICIOS","EJE CAFETERO","RISARALDA","PEREIRA","3,514","SERVICIOS","$0.62","$0.05","$0.62","$0.34","$0.28","2,023"
"891,401,705","INGENIO RISARALDA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,071","MANUFACTURA","$0.56","$0.03","$0.60","$0.33","$0.26","2,023"
"891,401,711","INDUSTRIAS ELECTROMECANICAS MAGNETRON S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,711","MANUFACTURA","$0.51","$0.10","$0.47","$0.29","$0.18","2,023"
"900,616,155","SUPER PAGOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,311","SERVICIOS","$0.42","-$0.00","$0.03","$0.02","$0.01","2,023"
"900,103,833","CI METALES LA UNION S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,665","COMERCIO","$0.41","$0.02","$0.09","$0.06","$0.04","2,023"
"900,737,989","BE MOVIL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,190","SERVICIOS","$0.39","-$0.00","$0.02","$0.01","$0.00","2,023"
"900,481,902","COMERCIALIZADORA FRESMAR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,723","COMERCIO","$0.37","$0.01","$0.08","$0.03","$0.05","2,023"
"900,342,064","SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.34","$0.00","$0.40","$0.24","$0.16","2,023"
"800,121,199","HIERROS HB S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.31","$0.01","$0.10","$0.06","$0.04","2,023"
"816,006,799","BUSSCAR DE COLOMBIA S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,920","MANUFACTURA","$0.30","$0.01","$0.25","$0.18","$0.06","2,023"
"900,799,976","AVOFRUIT S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.29","$0.01","$0.23","$0.22","$0.01","2,023"
"891,409,291","EVE DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$0.28","$0.02","$0.40","$0.17","$0.24","2,023"
"891,410,182","CAFE Y COMPAÑIA S.A.S. CAFE&CO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,062","MANUFACTURA","$0.27","$0.03","$0.08","$0.02","$0.06","2,023"
"900,579,611","CONSUMER ELECTRONICS GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,640","MANUFACTURA","$0.24","$0.01","$0.16","$0.13","$0.03","2,023"
"900,448,470","HIERROS DE OCCIDENTE FERRETERIAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","4,663","COMERCIO","$0.23","$0.01","$0.06","$0.05","$0.02","2,023"
"800,231,235","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.22","-$0.01","$0.24","$0.09","$0.15","2,023"
"800,128,680","REENCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.21","$0.01","$0.10","$0.03","$0.06","2,023"
"891,400,754","C Y P DEL R S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","1,709","MANUFACTURA","$0.21","$0.01","$0.24","$0.17","$0.07","2,023"
"900,562,939","INVERCAFE CERRITOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.20","$0.00","$0.03","$0.03","$0.00","2,023"
"891,480,000","CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,699","SERVICIOS","$0.19","-$0.00","$0.16","$0.07","$0.09","2,023"
"901,248,010","COFFEENAR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","4,620","COMERCIO","$0.18","$0.00","$0.02","$0.02","$0.00","2,023"
"800,037,835","COMERCIALIZADORA LA BONANZA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","4,711","COMERCIO","$0.17","$0.00","$0.03","$0.01","$0.02","2,023"
"816,003,186","COMERCIALIZADORA HOMAZ S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.17","$0.00","$0.09","$0.04","$0.05","2,023"
"819,006,966","MEDIA COMMERCER PARTNERS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,110","SERVICIOS","$0.16","$0.00","$0.30","$0.21","$0.09","2,023"
"816,002,020","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA S.A. ESP.","SUPERSERVICIOS","EJE CAFETERO","RISARALDA","PEREIRA","3,600","SERVICIOS","$0.15","-$0.00","$0.70","$0.25","$0.45","2,023"
"800,122,420","CO & TEX S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","1,410","MANUFACTURA","$0.14","$0.01","$0.09","$0.07","$0.01","2,023"
"860,008,386","INDUSTRIA MOLINERA DE CALDAS S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","1,051","MANUFACTURA","$0.14","$0.01","$0.09","$0.04","$0.05","2,023"
"900,816,822","ACCEDO COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.13","$0.00","$0.07","$0.05","$0.02","2,023"
"891,409,981","CLINICA LOS ROSALES S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.12","-$0.02","$0.20","$0.19","$0.00","2,023"
"800,115,720","R G DISTRIBUCIONES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","4,663","COMERCIO","$0.12","$0.00","$0.05","$0.02","$0.03","2,023"
"816,007,754","EMPRENDER S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.12","-$0.00","$0.04","$0.02","$0.02","2,023"
"816,006,016","COMESTIBLES INTEGRALES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","1,081","MANUFACTURA","$0.12","$0.01","$0.07","$0.05","$0.02","2,023"
"890,900,265","COATS CADENA ANDINA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,311","MANUFACTURA","$0.11","$0.01","$0.06","$0.03","$0.03","2,023"
"900,324,986","NUCLEO CONSTRUCTORA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.11","$0.00","$0.12","$0.11","$0.01","2,023"
"816,004,965","ESTATAL DE SEGURIDAD LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.11","$0.00","$0.04","$0.02","$0.02","2,023"
"800,005,423","DE MODA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOS QUEBRADAS","4,771","COMERCIO","$0.11","$0.00","$0.05","$0.04","$0.01","2,023"
